xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Reference: Halpern, B., Lekner, J., Rice, S.A., Gomer, R., 1967. Drift Velocity and Energy of Electrons in Liquid Argon. Phys. Rev. 156, 351–352. 
DOI: 10.1103/PhysRev.156.351
COMMENTS: Use standard algebra to define units, insite ASCII symbols rather than latex (μs rather than \mu s)
COMMENTS: Use NaN for missing values
COMMENTS: Columns can be either x | y, x | y | y_error, x | x_error | y | y_error
xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx

SPECIES: e / Ar
Density: NaN
Pressure: NaN
Temperature: 85 K
Phase: Liquid
Field: NaN
PROCESS: Drift Velocity (cm/μs)
COMMENTS: Solid circles (cell 1)
COLUMNS: Electric field (V/cm) | Drift Velocity (cm/μs)
-----------------------------
19.634986460977334, 0.01332729916127144
30.278537512119353, 0.019921687842017474
53.94487677086543, 0.03390268497339452
108.48082983818527, 0.059701748048945305
205.92239658772286, 0.10081685179486255
330.6461765630309, 0.12741366684978384
605.2306929202257, 0.1905638485093186
910.3409005823945, 0.2143494989606253
-----------------------------

SPECIES: e / Ar
Density: NaN
Pressure: NaN
Temperature: 85 K
Phase: Liquid
Field: NaN
PROCESS: Drift Velocity (cm/μs)
COMMENTS: Hollow circles (cell 2)
COLUMNS: Electric field (V/cm) | Drift Velocity (cm/μs)
-----------------------------
19.45078565754302, 0.012045831541594436
29.683938912358663, 0.017541749934936228
39.91353371545898, 0.021921457483234118
49.98009517642599, 0.029765209906909933
59.212036508269975, 0.031920217287537404
89.1254124136454, 0.04336741364716862
98.33151287702776, 0.050531643787559796
375.34393001032527, 0.13969516254463565
-----------------------------
