xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Reference: Miller, L.S., Howe, S., Spear, W.E., 1968. Charge Transport in Solid and Liquid Ar, Kr, and Xe. Phys. Rev. 166, 871–878. 
DOI: 10.1103/PhysRev.166.871
COMMENTS: Use standard algebra to define units, insite ASCII symbols rather than latex (μs rather than \mu s)
COMMENTS: Use NaN for missing values
COMMENTS: Columns can be either x | y, x | y | y_error, x | x_error | y | y_error
xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx

SPECIES: e / Xe
Density: NaN
Pressure: NaN
Temperature: 163 K
Phase: Liquid
Field: NaN
PROCESS: Drift Velocity (cm/s)
COMMENTS: Specimen 2
COLUMNS: Electric field (V/cm) | Drift Velocity (cm/s)
-----------------------------
32.36538039537209, 65491.16289221979
41.444059234557805, 76468.90117982391
53.093908145431946, 81707.04562286646
61.791076057448464, 87245.29929573438
127.6684919103198, 141125.27125657452
191.90093330985, 157173.31883546556
394.0111611168822, 182647.93679309872
578.3438143785816, 193776.35313968197
789.7954463637576, 212215.78561278438
1558.4039876782335, 234896.70135711183
2342.8605606383994, 253303.36302201808
3124.4777923104198, 262136.40408297107
7902.465897926169, 279169.9957597351
15599.49847802284, 285064.3983272661
22359.091897177015, 290431.32870846085
30798.649534264823, 281842.98326444154
39467.706369145046, 284619.3296946623
-----------------------------

SPECIES: e / Xe
Density: NaN
Pressure: NaN
Temperature: 163 K
Phase: Liquid
Field: NaN
PROCESS: Drift Velocity (cm/s)
COMMENTS: Specimen 3
COLUMNS: Electric field (V/cm) | Drift Velocity (cm/s)
-----------------------------
48.967750678773655, 96731.6392383052
59.79937784931718, 100853.19100627882
87.021237288232, 120750.4598600819
174.3387792737559, 155806.00647960653
255.83621621766875, 173494.2948294477
465.93094404518365, 196629.41505208876
1028.1713921924425, 224956.49280871145
1700.932920256523, 258925.42115761345
2683.8010212143145, 261857.36947496186
4478.191992349434, 269234.25612892286
10883.005613104317, 282062.2725926683
-----------------------------

SPECIES: e / Xe
Density: NaN
Pressure: NaN
Temperature: 163 K
Phase: Liquid
Field: NaN
PROCESS: Drift Velocity (cm/s)
COMMENTS: Specimen 4
COLUMNS: Electric field (V/cm) | Drift Velocity (cm/s)
-----------------------------
349.2858607541399, 199423.85162607636
646.6288585831205, 210216.39568669294
1286.2699876249194, 228973.4689888181
1949.277362360636, 246929.82330074062
5972.944560533464, 271962.61055180104
12471.977127039523, 268994.7816623062
25422.618218909876, 270340.10291307623
44871.59291879328, 269238.029084995
55692.8588170261, 269645.81970634684
-----------------------------

SPECIES: e / Kr
Density: NaN
Pressure: NaN
Temperature: 117 K
Phase: Liquid
Field: NaN
PROCESS: Drift Velocity (cm/s)
COMMENTS: Specimen 18
COLUMNS: Electric field (V/cm) | Drift Velocity (cm/s)
-----------------------------
22.605810768875273, 41104.58287746203
45.954080774108206, 70692.8730715239
64.46240406836652, 83814.06745179117
128.90339830217556, 117819.68502015628
195.99115455005517, 144298.41704739883
395.0295868811143, 187130.79460107972
3986.4275531250332, 341961.3441017343
13340.49769465437, 396645.3601275666
-----------------------------

SPECIES: e / Kr
Density: NaN
Pressure: NaN
Temperature: 117 K
Phase: Liquid
Field: NaN
PROCESS: Drift Velocity (cm/s)
COMMENTS: Specimen 3
COLUMNS: Electric field (V/cm) | Drift Velocity (cm/s)
-----------------------------
33.5635560603231, 62586.081559025886
67.1235357355076, 93842.55991214848
98.00494402975777, 98593.30192134654
170.91385438647717, 140798.32505536117
219.41242988587896, 159009.06253444092
438.6839419416056, 204547.29641172272
661.5272165345316, 225576.52817319956
1210.2595986583765, 254989.588446342
1697.5085193458428, 283427.8930580651
3365.810080046187, 312791.57833163854
4534.679099741146, 350454.716060939
6567.8496102126555, 368188.55848907825
8776.397282344484, 377492.9862119973
15420.453181997527, 390447.3025527029
19792.259061001667, 393867.1973128836
-----------------------------

SPECIES: e / Kr
Density: NaN
Pressure: NaN
Temperature: 117 K
Phase: Liquid
Field: NaN
PROCESS: Drift Velocity (cm/s)
COMMENTS: Specimen 15
COLUMNS: Electric field (V/cm) | Drift Velocity (cm/s)
-----------------------------
26.990877247590166, 45302.69492102537
33.01766337593071, 52832.83154184097
53.997909217992024, 83102.13827602172
80.13961341716532, 100143.56928256887
149.04102147417515, 135184.88124649352
325.59860667945753, 179643.53826858825
490.98971356293964, 196521.0708137498
1089.8548721239924, 237071.4479323753
2161.628368375473, 312427.93806129525
5457.465551495418, 362121.02558268304
10309.279042032362, 368624.89577809424
17539.737098481743, 381242.63422848657
32341.83738386793, 384948.10313521617
42868.34824075195, 382138.7025470439
54142.18981798086, 382373.1572866065
-----------------------------

SPECIES: e / Ar
Density: NaN
Pressure: NaN
Temperature: 85 K
Phase: Liquid
Field: NaN
PROCESS: Drift Velocity (cm/s)
COMMENTS: Specimen 30
COLUMNS: Electric field (V/cm) | Drift Velocity (cm/s)
-----------------------------
134.47440124696524, 56117.004931654556
207.17067664726028, 83981.52609555362
270.50489309195643, 105410.96557655766
340.8608852487073, 122965.1105283807
475.4763368281208, 146649.32774916227
626.2560695584882, 162539.10498000632
1236.3512153130591, 232885.27720217002
1677.642681528188, 243452.1812396811
2479.067885505696, 305631.1993667597
3337.300867766538, 338758.2973742114
4179.674770818192, 356686.5292542935
5789.9873058437315, 413111.54880964913
12311.059462946872, 522721.8674649135
14446.801428713976, 530558.3199499726
24009.079702287883, 610177.4386674121
32315.4430323324, 686285.4030685145
-----------------------------

SPECIES: e / Ar
Density: NaN
Pressure: NaN
Temperature: 85 K
Phase: Liquid
Field: NaN
PROCESS: Drift Velocity (cm/s)
COMMENTS: Specimen 32
COLUMNS: Electric field (V/cm) | Drift Velocity (cm/s)
-----------------------------
41.59012263771739, 17885.960094314654
84.16049476796046, 37771.068619735415
124.88786043344048, 62164.261724908145
170.1628121021005, 85819.91683121951
209.57947510596273, 109296.91335347283
251.17903668521112, 118491.84135597537
300.73500826373777, 140251.38633589295
337.6286277871388, 149826.26351636206
419.32897735328316, 173498.704423851
506.1912659424086, 189478.43556325705
629.1523064714381, 205430.27861095816
753.9075529519007, 225996.31973246147
1007.7111792047712, 246849.60653531377
1270.8661832083662, 267637.3675960143
1513.082223562577, 273650.99777471187
1786.7593289887752, 303251.16817005177
2549.3369190348126, 338619.1383904766
3560.289904599466, 364514.7852481075
4623.840282459187, 386646.6120574552
6456.910715353286, 419272.1713691966
10117.774409827445, 507490.28617225157
15866.120093187796, 575116.4736621258
18208.839049270264, 605472.8886935358
-----------------------------

SPECIES: e / Ar
Density: NaN
Pressure: NaN
Temperature: 85 K
Phase: Liquid
Field: NaN
PROCESS: Drift Velocity (cm/s)
COMMENTS: Specimen 38
COLUMNS: Electric field (V/cm) | Drift Velocity (cm/s)
-----------------------------
111.9790774847547, 61700.723844721746
225.53551965783575, 103850.56477381154
335.59889353766624, 134248.80302971628
425.97475638503477, 156607.0676793006
556.9876969734737, 173573.86042948245
658.115811606079, 182743.73935555326
1142.4514907564444, 211725.24311374896
1471.131084411735, 250633.76719527095
2146.235152116953, 269818.7752265878
2971.6345740368065, 326529.0887807631
5196.275238396383, 378317.8492171817
7686.261317783908, 435013.4495920113
11628.171012387658, 471777.86766823824
13842.093377033973, 489490.4352590706
19192.64241220411, 523076.07386638765
30299.0229688171, 623943.139384643
43564.421825051344, 671688.5621631091
77372.27133240478, 712810.9964807407
87535.20963007439, 734123.4525431218
-----------------------------
